open_time,close_time,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,open_timestamp,close_timestamp
2023-04-01 14:00:00,2023-04-02 01:59:59.999,1824.04000000,1827.13000000,1807.81000000,1821.04000000,113082.47190000,205762584.86733800,210266,56055.81670000,101994153.45020900,0,1680350400000,1680393599999
2023-04-01 02:00:00,2023-04-01 13:59:59.999,1821.52000000,1842.83000000,1812.12000000,1824.04000000,146868.24870000,268093369.08875100,334041,75913.03650000,138576300.71185300,0,1680307200000,1680350399999
2023-03-31 14:00:00,2023-04-01 01:59:59.999,1792.90000000,1847.28000000,1790.56000000,1821.52000000,349722.60370000,638705533.48180100,517664,186502.00020000,340596463.96697300,0,1680264000000,1680307199999
2023-03-31 02:00:00,2023-03-31 13:59:59.999,1793.60000000,1817.99000000,1777.91000000,1792.89000000,204802.87250000,368191403.54345300,385292,102687.75480000,184640698.97515400,0,1680220800000,1680263999999
2023-03-30 14:00:00,2023-03-31 01:59:59.999,1804.62000000,1805.88000000,1763.00000000,1793.61000000,258344.62580000,461704266.00246800,391886,132896.92790000,237511961.28978800,0,1680177600000,1680220799999
2023-03-30 02:00:00,2023-03-30 13:59:59.999,1793.06000000,1829.69000000,1766.50000000,1804.62000000,321345.41360000,577693117.77793200,484598,166928.72820000,300128896.33783400,0,1680134400000,1680177599999
2023-03-29 14:00:00,2023-03-30 01:59:59.999,1811.23000000,1816.42000000,1782.71000000,1793.07000000,223234.35030000,402187032.96936300,351423,115429.27550000,207972603.10992800,0,1680091200000,1680134399999
2023-03-29 02:00:00,2023-03-29 13:59:59.999,1773.00000000,1827.99000000,1772.48000000,1811.22000000,313631.24690000,565155278.11287100,459077,168517.27040000,303635319.20175500,0,1680048000000,1680091199999
2023-03-28 14:00:00,2023-03-29 01:59:59.999,1745.48000000,1795.73000000,1727.35000000,1772.99000000,322270.56840000,566518718.97219000,451220,174190.71840000,306255360.04984900,0,1680004800000,1680047999999
2023-03-28 02:00:00,2023-03-28 13:59:59.999,1715.21000000,1754.48000000,1701.13000000,1745.48000000,214240.82890000,368988665.17748800,315667,112186.49800000,193220736.77450800,0,1679961600000,1680004799999
2023-03-27 14:00:00,2023-03-28 01:59:59.999,1765.42000000,1769.33000000,1686.13000000,1715.22000000,417220.15100000,717006138.54047300,536221,199836.92810000,343398541.86638000,0,1679918400000,1679961599999
2023-03-27 02:00:00,2023-03-27 13:59:59.999,1773.88000000,1780.48000000,1746.57000000,1765.42000000,153343.35130000,270191831.67936700,274032,74791.50210000,131777361.84384400,0,1679875200000,1679918399999
2023-03-26 14:00:00,2023-03-27 01:59:59.999,1777.77000000,1801.00000000,1753.02000000,1773.88000000,209648.39390000,371638465.25990500,336967,106715.53510000,189146872.40773000,0,1679832000000,1679875199999
2023-03-26 01:00:00,2023-03-26 13:59:59.999,1741.88000000,1787.64000000,1739.31000000,1777.76000000,145284.84330000,256022023.01276500,255651,71802.73180000,126545019.91152400,0,1679788800000,1679831999999
2023-03-25 13:00:00,2023-03-26 00:59:59.999,1745.24000000,1763.23000000,1713.09000000,1741.88000000,205617.71150000,357725852.27318900,361081,98924.55700000,172141685.95961100,0,1679745600000,1679788799999
2023-03-25 01:00:00,2023-03-25 12:59:59.999,1749.57000000,1762.43000000,1736.05000000,1745.25000000,150061.66280000,262616144.91032300,259570,75824.72640000,132695753.72214600,0,1679702400000,1679745599999
2023-03-24 13:00:00,2023-03-25 00:59:59.999,1789.51000000,1789.51000000,1726.40000000,1749.57000000,339776.68650000,595662902.60499600,511012,167760.08060000,294021231.48491000,0,1679659200000,1679702399999
2023-03-24 01:00:00,2023-03-24 12:59:59.999,1813.78000000,1818.99000000,1776.78000000,1789.52000000,224993.45520000,405883281.92713900,344588,115397.26880000,208200860.22533700,0,1679616000000,1679659199999
2023-03-23 13:00:00,2023-03-24 00:59:59.999,1754.79000000,1857.16000000,1741.33000000,1813.79000000,539172.90510000,975852183.79645100,764522,290278.43930000,525567363.04043900,0,1679572800000,1679615999999
2023-03-23 01:00:00,2023-03-23 12:59:59.999,1734.34000000,1759.00000000,1729.35000000,1754.80000000,192888.19790000,336347131.78105400,310191,98365.75170000,171539406.77252300,0,1679529600000,1679572799999
2023-03-22 13:00:00,2023-03-23 00:59:59.999,1785.26000000,1819.98000000,1710.12000000,1734.33000000,698789.26430000,1235972370.94620700,952126,340393.48430000,602514307.35307700,0,1679486400000,1679529599999
2023-03-22 01:00:00,2023-03-22 12:59:59.999,1801.23000000,1807.66000000,1778.02000000,1785.25000000,192498.33660000,345102329.26317300,333904,91919.24240000,164808370.71252200,0,1679443200000,1679486399999
2023-03-21 13:00:00,2023-03-22 00:59:59.999,1761.34000000,1835.00000000,1758.33000000,1801.23000000,502601.78540000,905896652.51333200,753347,271575.14470000,489653081.51555600,0,1679400000000,1679443199999
2023-03-21 01:00:00,2023-03-21 12:59:59.999,1732.77000000,1767.77000000,1717.01000000,1761.34000000,239746.71450000,418121911.69770300,412689,127819.10130000,222950600.74446900,0,1679356800000,1679399999999
2023-03-20 13:00:00,2023-03-21 00:59:59.999,1779.40000000,1782.54000000,1722.00000000,1732.78000000,340207.96610000,598001529.16856200,560025,174709.31230000,307116875.34658800,0,1679313600000,1679356799999
2023-03-20 01:00:00,2023-03-20 12:59:59.999,1780.67000000,1803.05000000,1736.57000000,1779.41000000,342640.15870000,607034917.78265900,523742,171522.15350000,303895730.82611700,0,1679270400000,1679313599999
2023-03-19 13:00:00,2023-03-20 00:59:59.999,1784.66000000,1841.36000000,1773.26000000,1780.68000000,381199.03350000,688080032.41538500,598045,194720.72420000,351436075.87838700,0,1679227200000,1679270399999
2023-03-19 01:00:00,2023-03-19 12:59:59.999,1758.84000000,1788.58000000,1757.92000000,1784.66000000,159932.85730000,283926229.16482400,321048,80309.45140000,142580291.38043200,0,1679184000000,1679227199999
2023-03-18 13:00:00,2023-03-19 00:59:59.999,1813.16000000,1841.00000000,1747.47000000,1758.84000000,378211.03280000,677073513.71855300,609912,183108.58570000,327869686.91098100,0,1679140800000,1679183999999
2023-03-18 01:00:00,2023-03-18 12:59:59.999,1789.26000000,1831.34000000,1767.13000000,1813.15000000,333403.69820000,603115845.70599600,505978,170023.38140000,307503339.29158400,0,1679097600000,1679140799999
2023-03-17 13:00:00,2023-03-18 00:59:59.999,1761.13000000,1800.00000000,1703.02000000,1789.27000000,443993.21900000,774224020.34696000,679386,234529.13970000,409353105.95307900,0,1679054400000,1679097599999
2023-03-17 01:00:00,2023-03-17 12:59:59.999,1673.73000000,1763.97000000,1662.65000000,1761.12000000,463535.06350000,795041176.10594500,613669,241726.35510000,414663790.61665500,0,1679011200000,1679054399999
2023-03-16 13:00:00,2023-03-17 00:59:59.999,1660.37000000,1691.42000000,1635.96000000,1673.73000000,319484.33640000,530877958.54744700,500568,165194.75380000,274529596.40863500,0,1678968000000,1679011199999
2023-03-16 01:00:00,2023-03-16 12:59:59.999,1649.95000000,1669.99000000,1632.18000000,1660.36000000,308501.27550000,509165282.59283800,503838,160066.44550000,264159990.02400000,0,1678924800000,1678967999999
2023-03-15 13:00:00,2023-03-16 00:59:59.999,1679.91000000,1698.29000000,1611.00000000,1649.96000000,633705.28360000,1044938642.87163100,908759,301017.34600000,496445886.74204600,0,1678881600000,1678924799999
2023-03-15 01:00:00,2023-03-15 12:59:59.999,1699.41000000,1716.90000000,1650.54000000,1679.92000000,329437.19970000,557522063.02406400,479625,162767.86390000,275524713.52735600,0,1678838400000,1678881599999
2023-03-14 13:00:00,2023-03-15 00:59:59.999,1683.65000000,1780.02000000,1659.29000000,1699.40000000,903908.61400000,1560733587.68097900,1161301,466772.83340000,805608903.73082200,0,1678795200000,1678838399999
2023-03-14 01:00:00,2023-03-14 12:59:59.999,1673.44000000,1695.00000000,1655.24000000,1683.65000000,379412.62150000,635000240.22914300,588734,199292.84780000,333590529.63276800,0,1678752000000,1678795199999
2023-03-13 13:00:00,2023-03-14 00:59:59.999,1581.07000000,1693.49000000,1572.54000000,1673.45000000,670093.12720000,1103265685.30370800,919177,347313.91370000,572018589.83593800,0,1678708800000,1678751999999
2023-03-13 01:00:00,2023-03-13 12:59:59.999,1580.33000000,1622.60000000,1565.00000000,1581.07000000,557970.47810000,889012199.49263300,752106,284072.39210000,452603984.53493200,0,1678665600000,1678708799999
2023-03-12 13:00:00,2023-03-13 00:59:59.999,1465.18000000,1594.19000000,1448.30000000,1580.33000000,709327.18310000,1077937892.69582500,909202,361341.76220000,549830934.23766000,0,1678622400000,1678665599999
2023-03-12 01:00:00,2023-03-12 12:59:59.999,1471.93000000,1475.05000000,1449.90000000,1465.17000000,293027.90980000,428901847.77382900,344697,146274.56590000,214107989.44538300,0,1678579200000,1678622399999
2023-03-11 13:00:00,2023-03-12 00:59:59.999,1427.10000000,1478.07000000,1422.32000000,1471.97000000,442487.98800000,639611867.57437100,503458,220046.53420000,318137301.11489900,0,1678536000000,1678579199999
2023-03-11 01:00:00,2023-03-11 12:59:59.999,1426.43000000,1476.00000000,1408.40000000,1427.10000000,932371.63210000,1348314984.77400300,963798,454008.61620000,656917387.39446200,0,1678492800000,1678535999999
2023-03-10 13:00:00,2023-03-11 00:59:59.999,1384.61000000,1439.43000000,1382.00000000,1426.44000000,486611.79710000,686991554.72428800,638595,242240.85030000,342004629.37857000,0,1678449600000,1678492799999
2023-03-10 01:00:00,2023-03-10 12:59:59.999,1437.32000000,1437.50000000,1368.39000000,1384.60000000,473650.65380000,666749834.10297100,516614,220177.77290000,309914360.91337400,0,1678406400000,1678449599999
2023-03-09 13:00:00,2023-03-10 00:59:59.999,1535.31000000,1546.45000000,1408.00000000,1437.32000000,552339.31630000,817241124.05720300,662426,256532.65730000,379921621.91761600,0,1678363200000,1678406399999
2023-03-09 01:00:00,2023-03-09 12:59:59.999,1532.38000000,1545.00000000,1522.52000000,1535.32000000,166145.82010000,255155753.85037500,252509,83888.15860000,128827947.17719600,0,1678320000000,1678363199999
2023-03-08 13:00:00,2023-03-09 00:59:59.999,1557.22000000,1566.02000000,1523.61000000,1532.38000000,319579.89910000,495587923.60882400,410904,156199.18750000,242254598.87479300,0,1678276800000,1678319999999
2023-03-08 01:00:00,2023-03-08 12:59:59.999,1561.95000000,1570.89000000,1548.00000000,1557.23000000,140521.86670000,218964472.38445500,236293,70926.65390000,110521803.84786700,0,1678233600000,1678276799999
2023-03-07 13:00:00,2023-03-08 00:59:59.999,1563.43000000,1573.00000000,1536.14000000,1561.96000000,314879.28010000,489587778.36100500,397691,159896.89240000,248643153.72637600,0,1678190400000,1678233599999
2023-03-07 01:00:00,2023-03-07 12:59:59.999,1565.84000000,1584.49000000,1561.48000000,1563.42000000,123068.62310000,193277862.38340700,203466,62941.27900000,98854754.20974600,0,1678147200000,1678190399999
2023-03-06 13:00:00,2023-03-07 00:59:59.999,1563.32000000,1583.49000000,1559.41000000,1565.84000000,177720.99370000,279026275.11195300,250767,89763.27370000,140958220.54741600,0,1678104000000,1678147199999
2023-03-06 01:00:00,2023-03-06 12:59:59.999,1564.57000000,1572.80000000,1554.44000000,1563.33000000,129988.30740000,203120488.85444400,244363,61665.99290000,96357440.63622000,0,1678060800000,1678103999999
2023-03-05 13:00:00,2023-03-06 00:59:59.999,1568.49000000,1579.45000000,1556.15000000,1564.58000000,145487.60440000,228065806.28638200,234570,71397.50400000,111917272.59289000,0,1678017600000,1678060799999
2023-03-05 01:00:00,2023-03-05 12:59:59.999,1566.74000000,1588.77000000,1553.05000000,1568.50000000,153753.13710000,241663292.17635600,270464,74855.35310000,117669022.98849200,0,1677974400000,1678017599999
2023-03-04 13:00:00,2023-03-05 00:59:59.999,1569.24000000,1572.12000000,1549.12000000,1566.73000000,145252.30870000,226795149.40297800,239928,67427.21370000,105287083.16819200,0,1677931200000,1677974399999
2023-03-04 01:00:00,2023-03-04 12:59:59.999,1569.45000000,1577.53000000,1562.71000000,1569.24000000,92387.95190000,145070487.39147800,202230,47096.42590000,73955373.75839800,0,1677888000000,1677931199999
2023-03-03 13:00:00,2023-03-04 00:59:59.999,1564.57000000,1580.87000000,1547.21000000,1569.45000000,281785.82080000,441287008.65258000,422770,132512.49000000,207529053.77775600,0,1677844800000,1677887999999
2023-03-03 01:00:00,2023-03-03 12:59:59.999,1647.86000000,1649.25000000,1544.39000000,1564.57000000,461030.77680000,725286988.09165600,585363,223530.37570000,351389700.78857900,0,1677801600000,1677844799999
2023-03-02 13:00:00,2023-03-03 00:59:59.999,1644.49000000,1658.00000000,1619.18000000,1647.86000000,247539.24180000,404968680.46848300,343718,123837.78240000,202551645.15831300,0,1677758400000,1677801599999
2023-03-02 01:00:00,2023-03-02 12:59:59.999,1665.23000000,1677.86000000,1637.57000000,1644.49000000,175484.56640000,289396197.03592500,300682,86070.56560000,141971015.49428900,0,1677715200000,1677758399999
2023-03-01 13:00:00,2023-03-02 00:59:59.999,1656.33000000,1669.65000000,1631.03000000,1665.22000000,234939.03610000,388120589.71336000,361272,112225.88010000,185383149.38783800,0,1677672000000,1677715199999
2023-03-01 01:00:00,2023-03-01 12:59:59.999,1605.24000000,1669.72000000,1595.00000000,1656.33000000,239517.78740000,392511663.89300600,364274,121584.81920000,199228326.21424400,0,1677628800000,1677671999999
2023-02-28 13:00:00,2023-03-01 00:59:59.999,1629.52000000,1647.52000000,1596.66000000,1605.23000000,260647.53870000,423932112.26171400,396216,126277.32910000,205513538.57455900,0,1677585600000,1677628799999
2023-02-28 01:00:00,2023-02-28 12:59:59.999,1633.45000000,1636.23000000,1616.34000000,1629.53000000,132875.62600000,216218654.04949100,230071,65984.14670000,107365730.59260100,0,1677542400000,1677585599999
2023-02-27 13:00:00,2023-02-28 00:59:59.999,1641.24000000,1665.22000000,1608.00000000,1633.45000000,291279.49860000,477482476.53214000,425993,145944.16830000,239241687.15369600,0,1677499200000,1677542399999
2023-02-27 01:00:00,2023-02-27 12:59:59.999,1641.37000000,1650.91000000,1631.15000000,1641.23000000,140581.91430000,230358646.52546700,253778,69258.72450000,113494791.00044700,0,1677456000000,1677499199999
2023-02-26 13:00:00,2023-02-27 00:59:59.999,1603.90000000,1651.26000000,1595.02000000,1641.36000000,210246.27460000,341663549.61593400,335979,104943.97290000,170593924.51060900,0,1677412800000,1677455999999
2023-02-26 01:00:00,2023-02-26 12:59:59.999,1594.58000000,1607.00000000,1587.76000000,1603.90000000,98361.71950000,157338829.90419500,208029,48133.96590000,76994821.78890400,0,1677369600000,1677412799999
2023-02-25 13:00:00,2023-02-26 00:59:59.999,1600.05000000,1603.84000000,1557.33000000,1594.58000000,166854.73980000,264658467.95357400,299472,82867.70200000,131449985.75187100,0,1677326400000,1677369599999
2023-02-25 01:00:00,2023-02-25 12:59:59.999,1607.80000000,1608.98000000,1593.95000000,1600.05000000,123333.29930000,197469725.15081900,233362,61228.53270000,98038733.56300900,0,1677283200000,1677326399999
2023-02-24 13:00:00,2023-02-25 00:59:59.999,1647.43000000,1654.76000000,1575.64000000,1607.80000000,357003.25510000,574475473.35777500,544469,169091.25580000,272173650.23930400,0,1677240000000,1677283199999
2023-02-24 01:00:00,2023-02-24 12:59:59.999,1650.52000000,1664.66000000,1641.08000000,1647.43000000,155512.24310000,256689100.76046500,284780,75848.20040000,125203440.78727600,0,1677196800000,1677239999999
2023-02-23 13:00:00,2023-02-24 00:59:59.999,1637.49000000,1671.31000000,1628.75000000,1650.53000000,264412.53970000,436943851.97723600,452634,132040.66960000,218178738.04769200,0,1677153600000,1677196799999
2023-02-23 01:00:00,2023-02-23 12:59:59.999,1643.15000000,1679.00000000,1631.11000000,1637.48000000,236893.43200000,392810907.58827900,396461,118017.42560000,195739406.43034100,0,1677110400000,1677153599999
2023-02-22 13:00:00,2023-02-23 00:59:59.999,1644.50000000,1650.62000000,1595.07000000,1643.14000000,307067.06350000,497885537.05186100,492705,155422.30210000,251991242.62961000,0,1677067200000,1677110399999
2023-02-22 01:00:00,2023-02-22 12:59:59.999,1659.77000000,1666.95000000,1621.59000000,1644.49000000,221808.41740000,364096951.96471000,394912,106054.99280000,174099925.10610900,0,1677024000000,1677067199999
2023-02-21 13:00:00,2023-02-22 00:59:59.999,1669.51000000,1686.69000000,1636.30000000,1659.76000000,257281.70390000,428493650.63338900,426418,131086.91920000,218378558.20005400,0,1676980800000,1677023999999
2023-02-21 01:00:00,2023-02-21 12:59:59.999,1703.27000000,1716.66000000,1666.17000000,1669.50000000,263072.76490000,445643047.65120200,411483,129980.91490000,220272938.04854800,0,1676937600000,1676980799999
2023-02-20 13:00:00,2023-02-21 00:59:59.999,1713.78000000,1716.53000000,1684.32000000,1703.27000000,199177.34370000,339208796.37850600,369693,101308.80760000,172559371.74741000,0,1676894400000,1676937599999
2023-02-20 01:00:00,2023-02-20 12:59:59.999,1679.74000000,1719.89000000,1650.56000000,1713.77000000,252137.48980000,425990155.58507100,382423,131827.95340000,222813307.69304500,0,1676851200000,1676894399999
2023-02-19 13:00:00,2023-02-20 00:59:59.999,1695.36000000,1726.59000000,1666.14000000,1679.75000000,270837.85150000,459205588.16131000,426552,132509.19400000,224792018.07457700,0,1676808000000,1676851199999
2023-02-19 01:00:00,2023-02-19 12:59:59.999,1691.62000000,1709.63000000,1689.50000000,1695.36000000,130185.19620000,220886439.16998800,207562,65870.71600000,111761629.68001000,0,1676764800000,1676807999999
2023-02-18 13:00:00,2023-02-19 00:59:59.999,1691.47000000,1713.13000000,1679.77000000,1691.62000000,131042.54120000,221938733.95873500,232141,67323.74570000,114034174.03945500,0,1676721600000,1676764799999
2023-02-18 01:00:00,2023-02-18 12:59:59.999,1693.81000000,1704.46000000,1685.69000000,1691.47000000,136263.24010000,231031039.65151500,225841,64068.62100000,108635201.83080300,0,1676678400000,1676721599999
2023-02-17 13:00:00,2023-02-18 00:59:59.999,1666.20000000,1722.00000000,1646.09000000,1693.87000000,353598.94920000,595632334.95569300,554675,180273.36770000,303732603.40297900,0,1676635200000,1676678399999
2023-02-17 01:00:00,2023-02-17 12:59:59.999,1637.83000000,1674.75000000,1630.51000000,1666.20000000,226335.71380000,375259528.10260200,385347,118002.16590000,195670596.21824300,0,1676592000000,1676635199999
2023-02-16 13:00:00,2023-02-17 00:59:59.999,1682.82000000,1742.97000000,1633.72000000,1637.84000000,519995.39810000,879767230.30390400,752329,257913.00580000,436571189.56311000,0,1676548800000,1676591999999
2023-02-16 01:00:00,2023-02-16 12:59:59.999,1674.92000000,1712.24000000,1672.53000000,1682.82000000,312728.27500000,528328926.56231200,468433,164207.24370000,277474410.78117200,0,1676505600000,1676548799999
2023-02-15 13:00:00,2023-02-16 00:59:59.999,1572.26000000,1680.00000000,1566.86000000,1674.92000000,429601.65420000,692849243.90157100,599971,224141.24300000,361599826.53491000,0,1676462400000,1676505599999
2023-02-15 01:00:00,2023-02-15 12:59:59.999,1555.70000000,1580.00000000,1542.55000000,1572.26000000,151606.20440000,235603710.04347800,252763,79606.51600000,123767117.34221100,0,1676419200000,1676462399999
2023-02-14 13:00:00,2023-02-15 00:59:59.999,1507.70000000,1569.00000000,1482.66000000,1555.71000000,518647.08210000,795606839.36108700,601841,260948.65650000,400389837.84775800,0,1676376000000,1676419199999
2023-02-14 01:00:00,2023-02-14 12:59:59.999,1505.25000000,1519.82000000,1494.09000000,1507.70000000,150317.29470000,226036095.95288800,259497,68837.56180000,103529042.32471500,0,1676332800000,1676375999999
2023-02-13 13:00:00,2023-02-14 00:59:59.999,1486.07000000,1510.43000000,1461.93000000,1505.24000000,277120.73890000,411268123.01708700,378132,138306.02390000,205349148.91738900,0,1676289600000,1676332799999
2023-02-13 01:00:00,2023-02-13 12:59:59.999,1514.82000000,1526.10000000,1466.00000000,1486.07000000,366031.65150000,548376100.31798600,410270,168395.27560000,252162896.56485800,0,1676246400000,1676289599999
2023-02-12 13:00:00,2023-02-13 00:59:59.999,1533.47000000,1548.02000000,1493.08000000,1514.83000000,207741.00530000,316810272.69328700,328715,96429.87110000,147050463.93144300,0,1676203200000,1676246399999
2023-02-12 01:00:00,2023-02-12 12:59:59.999,1538.50000000,1540.06000000,1528.97000000,1533.48000000,79017.36870000,121204419.61474700,161894,38315.10540000,58774559.64273900,0,1676160000000,1676203199999
2023-02-11 13:00:00,2023-02-12 00:59:59.999,1520.16000000,1543.00000000,1505.00000000,1538.51000000,146081.05560000,222623386.45318500,244410,70207.50650000,107023006.45612600,0,1676116800000,1676159999999
2023-02-11 01:00:00,2023-02-11 12:59:59.999,1513.05000000,1526.80000000,1507.53000000,1520.16000000,143610.51520000,218033721.27515300,196096,71372.39260000,108345009.77765100,0,1676073600000,1676116799999
2023-02-10 13:00:00,2023-02-11 00:59:59.999,1537.04000000,1548.01000000,1490.00000000,1513.06000000,278982.87780000,425349218.52707000,398078,123184.38900000,187812397.68295600,0,1676030400000,1676073599999
2023-02-10 01:00:00,2023-02-10 12:59:59.999,1545.35000000,1555.01000000,1529.36000000,1537.03000000,205671.34210000,317815424.98442900,284137,97668.10680000,150948271.44580700,0,1675987200000,1676030399999
2023-02-09 13:00:00,2023-02-10 00:59:59.999,1633.16000000,1649.24000000,1524.40000000,1545.35000000,407749.29480000,646434437.21458200,623418,188598.08710000,299009796.23116700,0,1675944000000,1675987199999
2023-02-09 01:00:00,2023-02-09 12:59:59.999,1650.42000000,1656.17000000,1608.80000000,1633.15000000,250262.40160000,407579935.36881000,350461,128646.84950000,209456332.12086700,0,1675900800000,1675943999999
2023-02-08 13:00:00,2023-02-09 00:59:59.999,1673.90000000,1681.98000000,1630.47000000,1650.43000000,247988.18300000,410449970.91969100,386281,119742.09090000,198158771.98497700,0,1675857600000,1675900799999
2023-02-08 01:00:00,2023-02-08 12:59:59.999,1671.03000000,1697.91000000,1667.90000000,1673.90000000,169978.07090000,285343366.65774400,284752,86196.02980000,144720033.55338900,0,1675814400000,1675857599999
2023-02-07 13:00:00,2023-02-08 00:59:59.999,1640.71000000,1678.37000000,1624.39000000,1671.03000000,297941.37480000,492097489.82386500,492755,152170.12350000,251415650.68857000,0,1675771200000,1675814399999
2023-02-07 01:00:00,2023-02-07 12:59:59.999,1614.28000000,1647.87000000,1613.14000000,1640.71000000,153981.02520000,251537726.90468700,253817,82753.92900000,135181798.89414800,0,1675728000000,1675771199999
2023-02-06 13:00:00,2023-02-07 00:59:59.999,1634.81000000,1658.56000000,1605.01000000,1614.29000000,221431.11960000,361951325.42516300,364511,112005.19830000,183146231.22624500,0,1675684800000,1675727999999
2023-02-06 01:00:00,2023-02-06 12:59:59.999,1629.01000000,1642.53000000,1608.53000000,1634.81000000,162688.30010000,264879827.26242300,272077,79797.59490000,129955087.31335200,0,1675641600000,1675684799999
2023-02-05 13:00:00,2023-02-06 00:59:59.999,1662.60000000,1664.58000000,1609.30000000,1629.02000000,293887.26970000,480814167.51149600,459001,140170.28590000,229284008.47355400,0,1675598400000,1675641599999
2023-02-05 01:00:00,2023-02-05 12:59:59.999,1666.39000000,1673.81000000,1656.68000000,1662.60000000,119692.40510000,199313124.41524800,221426,58370.59170000,97197450.36287300,0,1675555200000,1675598399999
2023-02-04 13:00:00,2023-02-05 00:59:59.999,1661.92000000,1695.29000000,1658.53000000,1666.38000000,193838.92600000,325322599.10156200,325055,97475.39940000,163603331.54651500,0,1675512000000,1675555199999
2023-02-04 01:00:00,2023-02-04 12:59:59.999,1663.52000000,1665.95000000,1645.43000000,1661.92000000,114388.20350000,189535396.88423600,234253,55981.74260000,92750218.75870800,0,1675468800000,1675511999999
2023-02-03 13:00:00,2023-02-04 00:59:59.999,1649.20000000,1676.00000000,1625.93000000,1663.52000000,313885.12330000,519192019.15515000,458013,156500.43480000,258872829.98359800,0,1675425600000,1675468799999
2023-02-03 01:00:00,2023-02-03 12:59:59.999,1643.12000000,1650.83000000,1629.96000000,1649.20000000,150929.90870000,247757150.27527200,256662,73072.61010000,119974153.91774300,0,1675382400000,1675425599999
2023-02-02 13:00:00,2023-02-03 00:59:59.999,1671.98000000,1714.68000000,1626.85000000,1643.12000000,376313.35490000,629415626.14944700,553544,189116.96000000,316544149.34943700,0,1675339200000,1675382399999
2023-02-02 01:00:00,2023-02-02 12:59:59.999,1641.67000000,1696.38000000,1639.32000000,1671.99000000,252875.53250000,422688900.72321000,386001,125572.84730000,209806400.83861300,0,1675296000000,1675339199999
2023-02-01 13:00:00,2023-02-02 00:59:59.999,1580.87000000,1647.77000000,1555.18000000,1641.68000000,346506.88980000,555658652.17230100,557213,181653.78470000,291450880.02024000,0,1675252800000,1675295999999
